"rt","tic"
0.473,0.725240006502854
0.807,0.713947818545576
1.14,0.745774039346578
1.474,0.779466990406102
1.807,0.768970457968848
2.141,0.781027699310766
2.474,0.743081051432647
2.808,0.73437474391545
3.141,0.790912189040309
3.475,0.7457281361435
3.808,0.720710890465789
4.142,0.766705899950315
4.475,0.730274057773782
4.808,0.734971485555469
5.142,0.722592921792002
5.475,0.717008032084133
5.809,0.748069199500497
6.142,0.727948295484478
6.476,0.741979374558767
6.809,0.737312548912466
7.143,0.752246390980629
7.476,0.721751363068898
7.81,0.739485300524842
8.143,0.744427545389613
8.477,0.70124793236056
8.81,0.779115065849168
9.144,0.738857956749437
9.477,0.73382390547851
9.811,0.736134366700121
10.145,0.717558870521074
10.479,0.759866322691638
10.812,0.751251821580597
11.146,0.738949763155594
11.479,0.752736025146798
11.813,0.741520342527983
12.146,0.729264187306058
12.479,0.715661538127168
12.813,0.731253326106121
13.146,0.753577583869901
13.479,0.756331776054603
13.813,0.729616111862992
14.146,0.746615598069682
14.48,0.734696066336999
14.813,0.732370304047695
15.147,0.743432975989582
15.48,0.766308072190302
15.814,0.751175316242133
16.147,0.760202946180879
16.481,0.758718742614679
16.814,0.74666150127276
17.148,0.766017351904139
17.481,0.715554430653318
17.814,0.75220048777755
18.148,0.722516416453538
18.481,0.71693152674567
18.815,0.758688140479293
19.148,0.7767127982214
19.482,0.730503573789174
19.815,0.745054889165017
20.15,0.727122037829068
20.484,0.695494730908071
20.817,0.740709385940265
21.151,0.771648144815086
21.484,0.720909804345795
21.818,0.70892906834234
22.151,0.727703478401394
22.485,0.727779983739858
22.818,0.735155098367782
23.152,0.714085528154811
23.485,0.725836748142873
23.819,0.664800789116334
24.152,0.722118588693525
24.485,0.738230612974033
24.819,0.746998124762002
25.152,0.739041569561751
25.486,0.848566612106741
25.819,0.887599635791048
26.153,0.963554135818057
26.486,1.02120855888449
26.819,0.989565950895799
27.153,1.07669023033855
27.486,1.10724646252105
27.82,1.11044438566884
28.153,1.10723116145335
28.487,1.04772530919609
28.82,0.996420829222169
29.153,1.0014395794254
29.487,0.965849295971975
29.82,0.940434222534251
30.155,0.939868083029618
30.489,0.886084830089462
30.822,0.854840049860785
31.156,0.873231933227518
31.489,0.891057677089618
31.823,0.892342966775813
32.156,0.859843498996327
32.49,0.871349901901305
32.823,0.882121853557029
33.157,0.893291632972766
33.49,0.848750224919054
33.823,0.897927856483681
34.157,0.855237877620797
34.49,0.83901874586644
34.824,0.8172453265396
35.157,0.917788642348922
35.491,0.844343517423531
35.824,0.886115432224847
36.157,0.836402263290973
36.491,0.862811906128728
36.824,0.87982669340311
37.157,0.875542394449129
37.491,0.845338086823562
37.824,0.809885512979368
38.158,0.78691861037249
38.491,0.811400318680954
38.825,0.754204927645306
39.158,0.788081491517142
39.492,0.76486977182718
39.825,0.761013902768597
40.16,0.783016838110829
40.493,0.779222173323017
40.827,0.829730997776917
41.16,0.840747766515725
41.494,0.844267012085067
41.827,0.866178141021142
42.161,0.829011847595355
42.494,0.875113964553731
42.828,0.821805044712051
43.161,0.841757636983449
43.494,0.854687039183857
43.828,0.813420059616402
44.161,0.797537551351287
44.495,0.779268076526095
44.828,0.802081968456045
45.162,0.814276919407199
45.495,0.776513884341393
45.829,0.761947267897857
46.162,0.729998638555312
46.496,0.825370193484471
46.829,0.805570611890001
47.163,0.803413161345318
47.496,0.790820382634152
47.829,0.750593875669807
48.163,0.750808090617506
48.496,0.739454698389456
48.829,0.7537917988176
49.163,0.800092829655982
49.496,0.764242428051776
49.83,0.769567199608867
50.165,0.756974420897701
50.498,0.784317428864716
50.832,0.789810512166428
51.165,0.773438369735142
51.499,0.767654566147268
51.832,0.754143723374535
52.166,0.729417197982986
52.499,0.723510985853569
52.833,0.79536479973891
53.166,0.749905327623632
53.5,0.775687626685983
53.833,0.72367929759819
54.167,0.741902869220303
54.5,0.719685718930372
54.834,0.730855498346108
55.167,0.744014416561908
55.501,0.761365827325531
55.834,0.720160052028848
56.167,0.743019847161876
56.501,0.786627890086327
56.834,0.764701460082559
57.168,0.716640806459506
57.501,0.742178288438773
57.835,0.715263710367155
58.168,0.762911235162503
58.502,0.74057167633103
58.835,0.748773048614365
59.169,0.739653612269462
59.502,0.709617616388516
59.835,0.768113598178052
60.17,0.736394484850898
60.504,0.743631889869588
60.837,0.765894943362597
61.171,0.709296293966967
61.504,0.75877994688545
61.837,0.732875239281557
62.171,0.741382632918748
62.504,0.723143760228942
62.838,0.756209367513061
63.171,0.76064667714397
63.505,0.748130403771268
63.838,0.734313539644679
64.172,0.74479477101424
64.505,0.738337720447883
64.839,0.719502106118058
65.172,0.752460605928328
65.505,0.757968990297732
65.839,0.739607709066384
66.172,0.719165482628817
66.506,0.746523791663525
66.839,0.737190140370923
67.173,0.764288331254854
67.506,0.734971485555469
67.84,0.708837261936184
68.173,0.785587417483218
68.506,0.778747840224541
68.84,0.732645723266165
69.173,0.741030708361814
69.507,0.73673110834014
69.84,0.745743437211193
70.175,0.758871753291607
70.509,0.759468494931625
70.842,0.71803320361955
71.176,0.734894980217005
71.509,0.728866359546046
71.842,0.74386140588498
72.176,0.743723696275745
72.509,0.730641283398409
72.843,0.728499133921419
73.176,0.717008032084133
73.51,0.750211348977488
73.843,0.736470990189362
74.177,0.747304146115857
74.51,0.71457516232098
74.844,0.708974971545419
75.177,0.768970457968848
75.511,0.749216779577456
75.844,0.804683149963819
76.178,0.742851535417256
76.511,0.705991263345325
76.845,0.712861442739387
77.178,0.743830803749594
77.512,0.736654603001676
77.845,0.715676839194861
78.178,0.728958165952202
78.512,0.743387072786503
78.845,0.715600333856397
79.179,0.769169371848854
79.512,0.703543092514478
79.846,0.743509481328046
80.181,0.764395438728704
80.514,0.746248372445055
80.848,0.722669427130466
81.181,0.708072208551544
81.515,0.748849553952829
81.848,0.744090921900372
82.182,0.706542101782265
82.515,0.745651630805036
82.849,0.744626459269619
83.182,0.723495684785876
83.516,0.728468531786033
83.849,0.763507976802522
84.182,0.715906355210253
84.515,0.759789817353174
84.849,0.755750335482277
85.183,0.720909804345795
85.516,0.734527754592378
85.849,0.741352030783362
86.183,0.684891090996968
86.516,0.743448277057274
86.85,0.762161482845556
87.183,0.759927526962409
87.517,0.745299706248102
87.85,0.750517370331343
88.183,0.724321942441287
88.517,0.733701496936967
88.851,0.735354012247789
89.184,0.738750849275588
89.517,0.760937397430133
89.851,0.728698047801425
90.184,0.759422591728547
90.519,0.720955707548873
90.853,0.726280479105964
91.186,0.747441855725092
91.52,0.69186837786488
91.853,0.730274057773782
92.186,0.728024800822942
92.52,0.741489740392597
92.853,0.712448313911682
93.187,0.709173885425425
93.52,0.720481374450397
93.854,0.711759765865506
94.187,0.726540597256742
94.52,0.724000620019738
94.854,0.762773525553268
95.187,0.733885109749281
95.521,0.759820419488559
95.854,0.702196598557513
96.188,0.711331335970108
96.521,0.724184232832052
96.854,0.715768645601017
97.188,0.739194580238679
97.521,0.713305173702478
97.855,0.718905364478039
98.188,0.751695552543688
98.522,0.713213367296322
98.855,0.71485058153945
99.189,0.72817781149987
99.522,0.71918078369651
99.856,0.717650676927231
100.189,0.748665941140516
100.523,0.752460605928328
100.858,0.737603269198629
101.191,0.760432462196271
101.525,0.729631412930685
101.858,0.742086482032616
102.192,0.721812567339669
102.525,0.735109195164704
102.859,0.703038157280616
103.192,0.747824382417412
103.526,0.743601287734202
103.859,0.669085088070316
104.192,0.757800678553111
104.526,0.714513958050209
104.859,0.690261765757137
105.193,0.765206395316422
105.526,0.718629945259569
105.86,0.738781451410973
106.193,0.740694084872572
106.527,0.710030745216221
106.86,0.706159575089945
107.194,0.740403364586409
107.527,0.726066264158265
107.86,0.727229145302917
108.194,0.776177260852152
108.527,0.720466073382704
108.861,0.751343627986754
109.194,0.724383146712058
109.528,0.729692617201456
109.861,0.693979925206485
110.195,0.711316034902416
110.528,0.704078629883726
110.863,0.735231603706246
111.196,0.696290386428096
111.53,0.720083546690384
111.863,0.703619597852942
112.197,0.722516416453538
112.53,0.736975925423224
112.864,0.709602315320823
113.197,0.734481851389299
113.531,0.719945837081149
113.864,0.74863533900513
114.198,0.703206469025237
114.531,0.721200524631958
114.864,0.715202506096384
115.198,0.656614717900692
115.531,0.739668913337155
115.865,0.710642787923933
116.198,0.713626496124027
116.531,0.707001133813049
116.865,0.766920114898014
117.198,0.697514471843519
117.532,0.710199056960842
117.865,0.701921179339043
118.199,0.724245437102823
118.532,0.77265801528281
118.865,0.718874762342654
119.199,0.749522800931312
119.532,0.692679334452598
119.866,0.720420170179626
120.199,0.718063805754936
120.533,0.705348618502228
120.868,0.727535166656773
121.201,0.759346086390083
121.535,0.744458147524999
121.868,0.737786882010942
122.202,0.707398961573061
122.535,0.72433724350898
122.869,0.722715330333544
123.202,0.73465016313392
123.536,0.726555898324434
123.869,0.689007078206328
124.203,0.722807136739701
124.536,0.697514471843519
124.869,0.723281469838177
125.203,0.748482328328202
125.536,0.707383660505369
125.869,0.689205992086334
126.203,0.713580592920949
126.536,0.736991226490917
126.87,0.697162547286585
127.203,0.704032726680648
127.536,0.667616185571808
127.87,0.738245914041726
128.203,0.707215348760748
128.537,0.666560411901005
128.87,0.761044504903983
129.203,0.756178765377676
129.537,0.710979411413174
129.87,0.729799724675306
130.203,0.734282937509293
130.537,0.677699589181356
130.87,0.711576153053193
131.205,0.711025314616253
131.538,0.709005573680804
131.872,0.713565291853256
132.205,0.721720760933513
132.539,0.690873808464848
132.872,0.715386118908698
133.206,0.711882174407049
133.54,0.710826400736246
133.873,0.694821483929588
134.206,0.69823362202508
134.54,0.695081602080366
134.873,0.728223714702948
135.207,0.708209918160779
135.54,0.716946827813362
135.874,0.710887605007018
136.207,0.732752830740014
136.541,0.747197038642008
136.874,0.680759802719914
137.207,0.761549440137845
137.541,0.680775103787607
137.874,0.714376248440974
138.208,0.672543129368886
138.541,0.689527314507883
138.875,0.730580079127638
139.208,0.717344655573375
139.542,0.704109232019112
139.875,0.720037643487306
140.208,0.701890577203657
140.541,0.727030231422911
140.875,0.728529736056804
141.208,0.700773599262083
141.543,0.69121043195409
141.876,0.697254353692742
142.209,0.684783983523118
142.542,0.687828895993983
142.876,0.699121083951262
143.209,0.723556889056648
143.542,0.705624037720698
143.876,0.717818988671851
144.209,0.7003145672313
144.542,0.688165519483225
144.876,0.724092426425895
145.209,0.731788863475369
145.542,0.703634898920635
145.875,0.682182802015344
146.208,0.722302201505839
146.542,0.736975925423224
146.875,0.698478439108165
147.208,0.693138366483381
147.541,0.727841188010629
147.875,0.719685718930372
148.208,0.735858947481651
148.541,0.711530249850115
148.874,0.71616647336103
149.208,0.740280956044867
149.541,0.695188709554215
149.874,0.725393017179782
150.207,0.721766664136591
150.541,0.705578134517619
150.874,0.705516930246848
151.207,0.698095912415845
151.542,0.713014453416315
151.876,0.71101001354856
152.209,0.714835280471757
152.542,0.696963633406579
152.875,0.722761233536622
153.208,0.691271636224861
153.542,0.706817521000735
153.875,0.721338234241193
154.208,0.697468568640441
154.542,0.737327849980158
154.875,0.726096866293651
155.208,0.688333831227845
155.542,0.70387971600372
155.875,0.715309613570234
156.208,0.701829372932886
156.542,0.700880706735933
156.875,0.690016948674052
157.208,0.698141815618924
157.542,0.698386632702008
157.875,0.734833775946234
158.208,0.690384174298679
158.542,0.70903617581619
158.875,0.678571750039845
159.208,0.733380174515419
159.541,0.68144835076609
159.875,0.67750067530135
160.208,0.705103801419143
160.541,0.706358488969952
160.875,0.697652181452754
161.208,0.732599820063086
161.542,0.709663519591594
161.876,0.696810622729651
162.209,0.687293358624736
162.542,0.687109745812422
162.876,0.707475466911525
163.209,0.702625028452911
163.542,0.703206469025237
163.875,0.712631926723996
164.208,0.728300220041412
164.542,0.716028763751795
164.875,0.696473999240409
165.208,0.671181334344228
165.542,0.72170545986582
165.875,0.720802696871945
166.208,0.698983374342027
166.541,0.687140347947808
166.875,0.676613213375168
167.208,0.690246464689444
167.541,0.683131468212297
167.874,0.702058888948278
168.208,0.667524379165651
168.541,0.707934498942309
168.874,0.712280002167061
169.208,0.690430077501757
169.541,0.708301724566936
169.874,0.703160565822159
170.207,0.729172380899901
170.541,0.706450295376108
170.874,0.718431031379563
171.207,0.723113158093557
171.541,0.702961651942152
171.875,0.702472017775983
172.208,0.730396466315325
172.542,0.693291377160309
172.875,0.719930536013456
173.208,0.708684251259256
173.541,0.716212376564108
173.875,0.718476934582641
174.208,0.727688177333701
174.541,0.671334345021156
174.875,0.679688727981419
175.208,0.672512527233501
175.541,0.673706010513538
175.875,0.679918243996811
176.208,0.716656107527199
176.541,0.723893512545889
176.875,0.725836748142873
177.208,0.707123542354591
177.542,0.716533698985657
177.875,0.646378303614215
178.208,0.681402447563011
178.541,0.703359479702165
178.875,0.693597398514165
179.208,0.670844710854986
179.541,0.711346637037801
179.875,0.71803320361955
180.208,0.712647227791688
180.542,0.774279928458246
180.875,0.693628000649551
181.209,0.724826877675149
181.542,0.692924151535682
181.878,0.683865919461551
182.211,0.679673426913726
182.544,0.701416244105181
182.878,0.65347799902367
183.211,0.736394484850898
183.545,0.692128496015657
183.878,0.754082519103763
184.212,0.716044064819488
184.545,0.697988804941996
184.879,0.720267159502698
185.212,0.718844160207268
185.546,0.72038956804424
185.879,0.776651593950628
186.212,0.76130462305476
186.546,0.755735034414585
186.879,0.78609235271708
187.212,0.774478842338252
187.546,0.829822804183073
187.879,0.813802586308722
188.212,0.819188562136584
188.545,0.849377568694459
188.879,0.819586389896597
189.212,0.836983703863299
189.546,0.905425379653148
189.879,0.800184636062139
190.213,0.85497775947002
190.546,0.876307447833769
190.88,0.814093306594885
191.213,0.804805558505362
191.547,0.822248775675142
191.88,0.817857369247312
192.215,0.795043477317362
192.548,0.794217219661951
192.882,0.755888045091513
193.215,0.789994124978741
193.548,0.812899823314848
193.882,0.804254720068421
194.215,0.774065713510547
194.549,0.739898429352547
194.882,0.708408832040786
195.216,0.760723182482434
195.549,0.764747363285638
195.883,0.741413235054133
196.216,0.76262051487634
196.549,0.72104751395503
196.883,0.71589105414256
197.216,0.751052907700591
197.55,0.723847609342811
197.883,0.729294789441444
198.216,0.734221733238522
198.55,0.733364873447726
198.883,0.724321942441287
199.217,0.711744464797814
199.55,0.751879165356002
199.884,0.761518838002459
200.217,0.738903859952516
200.55,0.754740465014553
200.884,0.73146754105382
201.217,0.722026782287368
201.551,0.733028249958484
201.884,0.704629468320666
202.218,0.698952772206641
202.553,0.75444974472839
202.886,0.715722742397939
203.22,0.711224228496259
203.553,0.71709983849029
203.886,0.704308145899118
204.22,0.716594903256428
204.553,0.737266645709387
204.887,0.72225629830276
205.22,0.748344618718967
205.553,0.71616647336103
205.887,0.721475943850428
206.22,0.735231603706246
206.554,0.706771617797657
206.887,0.711101819954717
207.221,0.726724210069055
207.554,0.696473999240409
207.888,0.697545073978905
208.221,0.701171427022096
208.554,0.720986309684259
208.888,0.724673866998221
209.221,0.721797266271977
209.555,0.691439947969482
209.888,0.731773562407676
210.222,0.707551972249989
210.555,0.705057898216065
210.888,0.707230649828441
211.222,0.733808604410817
211.555,0.672497226165808
211.889,0.669972549996497
212.222,0.735568227195488
212.557,0.726005059887494
212.89,0.712019884016284
213.223,0.729004069155281
213.557,0.702869845535996
213.89,0.705057898216065
214.223,0.739959633623318
214.557,0.670416280959588
214.89,0.704445855508353
215.223,0.723771104004347
215.557,0.683988328003093
215.89,0.700268664028221
216.224,0.721996180151983
216.557,0.716044064819488
216.89,0.654992804725256
217.224,0.688685755784779
217.557,0.695632440517306
217.891,0.664617176304021
218.224,0.655543643162196
218.557,0.730350563112246
218.891,0.720267159502698
219.224,0.689527314507883
219.557,0.715600333856397
219.891,0.68528891875698
220.224,0.680484383501444
220.557,0.708546541650021
220.891,0.686620111646253
221.224,0.689756830523275
221.557,0.675618643975137
221.891,0.677332363556729
222.224,0.707674380791532
222.559,0.663117671670127
222.892,0.698310127363544
223.226,0.710857002871632
223.559,0.684049532273864
223.892,0.695173408486522
224.226,0.70294635087446
224.559,0.677347664624422
224.893,0.692097893880272
225.226,0.68210629667688
225.559,0.661602865968541
225.893,0.656645320036077
226.226,0.737587968130936
226.559,0.682136898812265
226.893,0.72104751395503
227.226,0.710887605007018
227.559,0.710811099668554
227.893,0.702211899625206
228.226,0.677653685978278
228.56,0.699243492492804
228.893,0.677975008399826
229.227,0.704858984336058
229.56,0.671227237547306
229.893,0.649606828897394
230.227,0.691531754375638
230.56,0.716656107527199
230.894,0.695907859735776
231.227,0.730075143893776
231.56,0.72976912253992
231.894,0.670523388433438
232.227,0.69082790526177
232.56,0.708531240582328
232.895,0.669115690205701
233.228,0.673048064602748
233.562,0.686589509510867
233.895,0.675129009808968
234.229,0.701324437699024
234.562,0.696229182157325
234.895,0.657532781962259
235.228,0.683100866076911
235.562,0.657655190503802
235.895,0.70190587827135
236.228,0.705715844126855
236.562,0.687905401332447
236.895,0.670324474553432
237.229,0.697193149421971
237.562,0.641420757681751
237.896,0.670431582027281
238.229,0.670492786298052
238.563,0.679642824778341
238.896,0.671242538614999
239.229,0.725790844939795
239.563,0.675572740772059
239.896,0.6790919863414
240.23,0.707506069046911
240.563,0.694270645492648
240.897,0.70678691886535
241.23,0.697483869708134
241.564,0.643409896481814
241.897,0.683911822664629
242.231,0.681968587067645
242.564,0.708118111754623
242.899,0.68847154083708
243.232,0.662826951383965
243.566,0.672084097338102
243.899,0.679428609830642
244.232,0.70799570321308
244.566,0.705715844126855
244.899,0.667340766353338
245.233,0.663377789820905
245.566,0.674103838273551
245.9,0.693168968618767
246.233,0.666177885208685
246.566,0.710703992194704
246.9,0.662719843910115
247.233,0.711499647714729
247.566,0.694347150831112
247.9,0.655008105792949
248.233,0.698111213483538
248.566,0.671563861036548
248.9,0.651657171968228
249.233,0.66998785106419
249.566,0.697437966505055
249.9,0.702517920979061
250.233,0.675220816215124
250.567,0.669406410491864
250.9,0.677102847541337
251.234,0.697789891061989
251.567,0.682504124436892
251.901,0.696290386428096
252.234,0.704216339492961
252.567,0.674624074575106
252.902,0.661664070239313
253.236,0.670508087365745
253.569,0.679076685273707
253.903,0.665627046771745
254.236,0.700406373637457
254.57,0.689389604898648
254.903,0.662719843910115
255.236,0.676536708036704
255.57,0.663301284482441
255.903,0.722286900438146
256.237,0.655941470922209
256.57,0.678250427618297
256.904,0.701125523819018
257.237,0.689557916643268
257.571,0.681433049698397
257.904,0.658772168445375
258.238,0.713029754484008
258.571,0.66219960760856
258.904,0.70931159503466
259.238,0.67130374288577
259.571,0.662949359925507
259.905,0.706098370819174
260.238,0.652345720014403
260.572,0.689726228387889
260.905,0.667585583436422
261.239,0.682886651129212
261.572,0.693413785701852
261.905,0.698524342311243
262.239,0.689466110237112
262.572,0.701339738766717
262.907,0.662398521488566
263.241,0.686788423390873
263.574,0.676919234729024
263.907,0.717314053437989
264.241,0.733028249958484
264.574,0.703328877566779
264.908,0.673155172076598
265.241,0.684692177116961
265.575,0.664341757085551
265.908,0.683636403446159
266.242,0.685365424095444
266.575,0.680667996313758
266.909,0.69834072949893
267.242,0.698187718822002
267.576,0.68660481057856
267.909,0.736501592324748
268.243,0.776865808898327
268.576,0.87082966559975
268.91,1.01022239228107
269.243,1.05522283236556
269.576,1.13263093382338
269.91,1.23080258414032
270.243,1.23101679908802
270.577,1.28610064278207
270.91,1.26988151102771
271.243,1.24302813722686
271.577,1.21121721749355
271.91,1.1890459704067
272.244,1.18558792910813
272.577,1.14041917727901
272.912,1.06164928079653
273.246,1.04587388000527
273.579,1.01201261720112
273.913,0.928529991869261
274.246,0.988540779360383
274.58,0.896214136902089
274.913,0.866071033547292
275.247,0.838192488211029
275.58,0.844022195001982
275.914,0.841497518832672
276.247,0.830037019130772
276.581,0.786214761258622
276.914,0.831811942983136
277.247,0.76552771773797
277.581,0.772887531298202
277.914,0.705180306757607
278.248,0.738567236463274
278.581,0.770225145519657
278.915,0.752628917672948
279.248,0.704767177929902
279.582,0.742805632214177
279.915,0.713488786514792
280.248,0.729340692644522
280.582,0.681754372119946
280.915,0.695249913824986
281.249,0.68199918920303
281.582,0.684829886726196
281.916,0.695066301012673
282.249,0.659460716491551
282.583,0.695999666141933
282.918,0.721751363068898
283.251,0.653018966992886
283.585,0.724291340305901
283.918,0.686589509510867
284.251,0.689175389950949
284.585,0.72554602785671
284.918,0.669207496611858
285.252,0.666208487344071
285.585,0.687706487452441
285.918,0.670538689501131
286.252,0.692434517369513
286.585,0.677714890249049
286.919,0.656125083734523
287.252,0.657548083029952
287.586,0.697560375046598
287.919,0.69148585117256
288.252,0.664357058153244
288.586,0.693260775024924
288.919,0.660072759199262
289.253,0.661511059562385
289.586,0.665978971328679
289.92,0.690690195652535
290.253,0.693872817732635
290.587,0.674134440408936
290.92,0.678036212670598
291.254,0.676383697359776
291.587,0.671548559968855
291.921,0.644343261611074
292.254,0.673507096633532
292.588,0.672956258196591
292.921,0.678525846836767
293.256,0.665825960651751
293.59,0.688134917347839
293.923,0.697437966505055
294.257,0.711254830631645
294.59,0.672374817624265
294.923,0.662046596931632
295.257,0.675496235433594
295.59,0.674165042544322
295.924,0.676261288818234
296.257,0.645750959838811
296.591,0.668274131482598
296.924,0.670615194839595
297.258,0.691455249037174
297.591,0.735920151752422
297.925,0.713412281176328
298.258,0.710688691127011
298.592,0.706480897511494
298.925,0.677271159285958
299.259,0.671043624734993
299.592,0.711040615683945
299.926,0.702625028452911
300.259,0.714819979404064
300.593,0.692602829114134
300.926,0.650983924989745
301.259,0.675343224756667
301.593,0.663087069534742
301.926,0.703925619206798
302.26,0.645659153432654
302.593,0.66428055281478
302.927,0.663637907971682
303.262,0.664341757085551
303.595,0.667677389842579
303.929,0.652667042435952
304.262,0.698753858326635
304.595,0.681769673187638
304.929,0.650800312177432
